MemberType,Name,DataType
property,CopperThickness,TCoord
function,Dielectric,IPCB_DielectricObject
function,GetState_LayerDisplayName,Value : TLayerNameDisplayMode) : WideString
function,GetState_OriginalDisplayName,WideString
property,IsDisplayed[Board: IPCB_Board],Boolean
function,IsInLayerStack,Boolean
function,I_ObjectAddress,Pointer
function,LayerID,TV6_Layer
function,LayerStack,IPCB_LayerStackBase
property,Name,TPCBString
property,UsedByPrims,Boolean
function,V6_LayerID,TV6_Layer
function,V7_LayerID,IDispatch
