MemberType,Name,DataType
procedure,AutoCreateLayerPairsFromPrimitives,
procedure,ClearPullBackPrimitives,
function,CollectZAxisClearanceSupposedPrimitives,(const ALayer : Integer) : IPCB_PrimitiveList
property,CustomShapeCompatibilityMode,Boolean
procedure,DisableAllProcessing,
procedure,DowngradeRF20,
property,DrillLayerPairManager,IPCB_DrillLayerPairManager
procedure,EnableAllProcessing,(AUpdateAll : Boolean)
function,FileName_Display,WideString
function,GetBoardRegionAtPoint,(AX : Integer, AY : Integer) : IPCB_BoardRegion
function,GetBoardRegionForPrimitive,(APrimitive : IPCB_Primitive) : IPCB_BoardRegion
function,GetHealthCheckManager,IPCB_HealthCheckManager
function,GetLayerStackAtPoint,(AX : Integer, AY : Integer) : IPCB_LayerStack
function,GetLayerStackForPrimitive,(APrimitive : IPCB_Primitive) : IPCB_LayerStack
function,GetMeshPatchFromPointWithLayer,"(x : Integer, y : Integer, var MeshID : Integer, var PatchIndex0 : Integer, var PatchIndex1 : Integer, var PatchIndex2 : Integer, var IntersectionX : Integer, var IntersectionY : Integer, var IntersectionZ : Integer, ALayer : Integer) : Boolean"
function,GetZAxisClearanceGeometry,(const APrimitive : IPCB_Primitive, const ALayer : Integer) : IPCB_GeometricPolygon
function,HasShelvedOrModifiedPolygons,Boolean
procedure,InitializeHealthCheckManager,
function,IsRigidFlex,Boolean
function,IsSimpleRigidFlexCompatible,Boolean
function,ManualRoute_LastViaStyle,IPCB_ViaStyleParams
procedure,RepourAllPolygons,
property,RigidFlexAdvanced,Boolean
property,SeparateComponentLayers,Boolean
procedure,SetState_ExportFullGeometry,(AValue : Boolean)
property,SilkscreenClipperSettings,IPCB_SilkscreenClipperSettings
function,TempUseSubstackRules,(AValue : Boolean) : IInterface
procedure,ViewManager_Disable,
procedure,ViewManager_Enable,(AUpdateAll : Boolean)
